Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2012-09-27,Watsonia,13.5,25.3,0.0,11.0,8.4,NNW,54.0,N,N,24.0,24.0,25.0,27.0,1007.1,1004.2,7.0,1.0,22.1,24.8,No,1.2,Yes
2012-09-28,Watsonia,10.5,15.2,1.2,8.4,1.8,SW,54.0,WNW,NNW,9.0,22.0,80.0,75.0,998.1,996.1,7.0,7.0,14.6,13.9,Yes,10.4,Yes
2012-09-29,Watsonia,4.6,12.8,10.4,3.8,8.0,W,69.0,W,WNW,22.0,22.0,58.0,80.0,1008.1,1011.4,1.0,7.0,9.0,8.5,Yes,1.4,Yes
2012-09-30,Watsonia,6.1,14.3,1.4,3.4,8.6,WSW,39.0,WSW,SSW,17.0,19.0,72.0,62.0,1021.1,1022.9,5.0,7.0,11.0,12.9,Yes,0.6,No
2012-10-01,Watsonia,8.6,17.4,0.6,2.8,6.3,S,31.0,SW,SSW,13.0,17.0,82.0,58.0,1030.9,1030.3,7.0,7.0,11.8,16.8,No,0.0,No
2012-10-02,Watsonia,10.0,23.1,0.0,3.0,8.9,SW,28.0,E,N,2.0,13.0,75.0,42.0,1033.2,1027.4,6.0,1.0,13.6,22.5,No,0.0,No
2012-10-03,Watsonia,6.6,25.8,0.0,4.0,11.4,N,39.0,N,N,19.0,19.0,54.0,32.0,1025.2,1020.6,7.0,0.0,18.3,25.0,No,0.0,No
2012-10-04,Watsonia,10.7,30.2,0.0,8.0,11.3,N,54.0,N,NW,22.0,22.0,32.0,16.0,1013.9,1009.4,1.0,1.0,22.0,29.7,No,0.0,No
2012-10-05,Watsonia,10.5,17.4,0.0,10.4,11.1,S,37.0,SW,SSW,13.0,15.0,75.0,55.0,1017.8,1017.8,6.0,6.0,13.2,16.9,No,0.0,No
2012-10-06,Watsonia,9.2,13.5,0.0,4.4,1.2,S,35.0,ESE,S,9.0,17.0,75.0,99.0,1016.8,1016.1,7.0,8.0,12.2,9.0,No,4.4,Yes
2012-10-07,Watsonia,5.5,14.5,4.4,2.0,2.3,SSE,33.0,WSW,SSW,15.0,17.0,95.0,68.0,1020.3,1019.5,7.0,7.0,8.9,13.6,Yes,0.6,No
2012-10-08,Watsonia,7.9,15.5,0.6,1.0,3.7,SSW,30.0,WSW,SW,6.0,11.0,84.0,53.0,1017.2,1014.8,7.0,7.0,9.6,14.3,No,0.2,No
2012-10-09,Watsonia,5.8,17.4,0.2,2.0,9.1,W,35.0,E,S,6.0,13.0,100.0,50.0,1015.3,1012.2,1.0,6.0,9.0,16.6,No,5.4,Yes
2012-10-10,Watsonia,5.4,15.3,5.4,3.8,6.4,N,24.0,NW,NNW,6.0,9.0,89.0,41.0,1012.8,1009.2,6.0,7.0,8.5,14.3,Yes,0.8,No
2012-10-11,Watsonia,6.2,12.6,0.8,3.0,0.5,SE,33.0,WSW,SSE,7.0,11.0,92.0,87.0,1010.2,1011.7,7.0,7.0,8.4,10.4,No,0.6,No
2012-10-12,Watsonia,7.4,14.2,0.6,1.0,2.7,SW,48.0,SW,SW,17.0,20.0,77.0,55.0,1019.9,1020.2,7.0,7.0,11.8,12.5,No,2.6,Yes
2012-10-13,Watsonia,8.7,17.1,2.6,3.0,4.8,SSW,31.0,WSW,SW,17.0,11.0,84.0,58.0,1022.7,1021.3,5.0,7.0,11.1,15.2,Yes,2.2,Yes
2012-10-14,Watsonia,7.3,22.6,2.2,1.6,11.5,NW,28.0,NNW,NNW,6.0,7.0,87.0,35.0,1025.2,1021.5,1.0,1.0,10.7,22.2,Yes,0.0,No
2012-10-15,Watsonia,10.6,26.6,0.0,7.2,1.8,NNW,50.0,NE,N,11.0,19.0,50.0,38.0,1018.6,1014.7,7.0,6.0,18.1,22.8,No,0.0,No
2012-10-16,Watsonia,9.0,19.6,0.0,4.4,2.8,WSW,76.0,NE,NE,9.0,6.0,76.0,75.0,1011.7,1009.1,7.0,7.0,15.3,16.7,No,0.6,No
2012-10-17,Watsonia,5.9,17.3,0.6,4.0,4.8,WSW,37.0,WSW,SSW,19.0,15.0,70.0,58.0,1020.9,1020.7,6.0,7.0,11.6,15.1,No,0.0,No
2012-10-18,Watsonia,5.3,21.8,0.0,2.4,7.5,SSW,20.0,E,ESE,6.0,7.0,88.0,46.0,1021.3,1018.5,7.0,7.0,10.5,21.5,No,0.4,No
2012-10-19,Watsonia,9.4,27.8,0.4,3.6,8.8,N,37.0,NE,NNW,9.0,17.0,97.0,33.0,1012.4,1008.5,7.0,1.0,13.4,26.7,No,0.4,No
2012-10-20,Watsonia,12.3,22.3,0.4,6.2,9.0,S,30.0,WSW,S,13.0,7.0,75.0,48.0,1015.4,1013.3,8.0,7.0,13.0,20.7,No,0.2,No
2012-10-21,Watsonia,8.9,19.5,0.2,4.6,9.8,W,57.0,WSW,WSW,11.0,26.0,68.0,34.0,1017.6,1015.8,7.0,6.0,12.6,19.1,No,2.8,Yes
2012-10-22,Watsonia,6.1,19.0,2.8,6.0,11.2,NE,31.0,SSE,NE,6.0,7.0,85.0,35.0,1023.9,1023.9,5.0,5.0,11.1,17.6,Yes,0.0,No
2012-10-23,Watsonia,4.5,22.4,0.0,4.6,9.9,N,50.0,NE,NNW,7.0,22.0,54.0,27.0,1024.4,1021.3,7.0,7.0,14.0,21.8,No,0.0,No
2012-10-24,Watsonia,13.9,23.5,0.0,5.8,2.8,N,54.0,NNE,N,9.0,20.0,50.0,30.0,1018.1,1015.3,7.0,8.0,16.8,22.9,No,0.0,No
2012-10-25,Watsonia,16.8,21.7,0.0,8.2,5.9,WSW,52.0,NW,W,19.0,24.0,51.0,54.0,1006.1,1010.2,3.0,7.0,19.3,19.1,No,1.8,Yes
2012-10-26,Watsonia,9.6,16.2,1.8,5.4,6.0,W,48.0,WSW,WSW,11.0,13.0,74.0,65.0,1013.8,1012.3,6.0,7.0,11.1,14.5,Yes,8.8,Yes
2012-10-27,Watsonia,6.9,14.8,8.8,3.8,1.0,SSW,33.0,WSW,SSW,11.0,19.0,86.0,57.0,1021.0,1022.8,7.0,7.0,10.7,13.4,Yes,0.0,No
2012-10-28,Watsonia,10.2,18.5,0.0,3.2,9.2,SSW,31.0,E,WSW,9.0,19.0,69.0,56.0,1025.6,1022.9,8.0,6.0,12.6,17.8,No,0.0,No
2012-10-29,Watsonia,6.5,27.9,0.0,4.0,12.2,NNW,39.0,NNE,N,4.0,19.0,82.0,32.0,1021.5,1016.4,7.0,7.0,12.2,25.8,No,0.0,No
2012-10-30,Watsonia,10.2,31.3,0.0,6.0,12.7,NNE,37.0,NNE,W,11.0,15.0,46.0,21.0,1013.8,1011.7,1.0,3.0,22.2,30.6,No,0.0,No
2012-10-31,Watsonia,13.5,28.8,0.0,11.4,3.0,W,56.0,N,NNE,17.0,11.0,30.0,31.0,1010.9,1009.3,7.0,8.0,25.5,28.5,No,5.0,Yes
2012-11-01,Watsonia,11.4,14.9,5.0,7.6,3.8,W,67.0,NNW,SW,13.0,22.0,84.0,82.0,1008.1,1013.2,7.0,7.0,11.9,12.3,Yes,1.4,Yes
2012-11-02,Watsonia,9.3,16.2,1.4,4.6,1.6,SSW,31.0,SW,SSW,9.0,17.0,99.0,60.0,1019.0,1019.0,7.0,7.0,10.9,15.3,Yes,0.2,No
2012-11-03,Watsonia,7.9,24.0,0.2,3.0,8.3,N,26.0,SE,NE,9.0,15.0,70.0,41.0,1018.9,1014.8,7.0,7.0,13.1,22.5,No,0.0,No
2012-11-04,Watsonia,9.2,28.8,0.0,5.4,12.2,NW,35.0,E,NNE,7.0,13.0,69.0,26.0,1015.6,1012.6,4.0,6.0,18.9,26.7,No,0.0,No
2012-11-05,Watsonia,18.7,26.8,0.0,14.0,0.1,W,41.0,N,ENE,19.0,17.0,27.0,54.0,1010.5,1010.5,7.0,7.0,26.8,23.3,No,0.2,No
2012-11-06,Watsonia,18.9,21.6,0.2,6.4,1.6,SSW,41.0,SW,ENE,20.0,6.0,66.0,69.0,1009.8,1009.7,8.0,7.0,19.9,19.9,No,2.0,Yes
2012-11-07,Watsonia,13.7,20.4,2.0,3.2,0.3,ENE,48.0,ENE,SW,4.0,9.0,87.0,72.0,1011.4,1009.3,7.0,8.0,15.1,19.7,Yes,0.2,No
2012-11-08,Watsonia,10.9,23.5,0.2,3.4,10.1,SSW,31.0,SW,SSW,7.0,13.0,83.0,44.0,1011.8,1011.0,4.0,3.0,15.2,23.1,No,0.0,No
2012-11-09,Watsonia,11.2,18.5,0.0,3.0,8.6,WSW,54.0,W,SW,17.0,19.0,55.0,58.0,1018.3,1019.4,1.0,5.0,14.5,15.2,No,4.8,Yes
2012-11-10,Watsonia,8.2,20.6,4.8,5.8,9.0,W,33.0,WNW,ESE,7.0,9.0,82.0,44.0,1026.5,1024.1,5.0,2.0,12.1,19.6,Yes,0.0,No
2012-11-11,Watsonia,5.3,26.7,0.0,5.4,12.6,NE,43.0,NE,NNE,9.0,15.0,63.0,30.0,1024.8,1020.1,1.0,0.0,16.4,26.3,No,0.0,No
2012-11-12,Watsonia,16.2,26.8,0.0,14.4,7.9,N,50.0,NNE,SSW,13.0,30.0,34.0,61.0,1015.4,1017.9,7.0,6.0,20.9,17.7,No,0.0,No
2012-11-13,Watsonia,7.8,19.8,0.0,7.6,11.9,SE,37.0,SE,SSE,15.0,15.0,56.0,40.0,1023.9,1021.6,7.0,3.0,13.5,18.5,No,0.0,No
2012-11-14,Watsonia,7.7,21.5,0.0,7.0,9.6,SW,35.0,SSE,SW,11.0,22.0,66.0,51.0,1019.4,1016.9,1.0,7.0,13.3,18.7,No,0.0,No
2012-11-15,Watsonia,7.5,18.4,0.0,5.4,4.0,S,28.0,ENE,SW,4.0,11.0,75.0,53.0,1016.2,1015.4,7.0,8.0,14.2,17.4,No,0.0,No
2012-11-16,Watsonia,11.0,18.3,0.0,4.4,7.6,S,44.0,S,SSW,13.0,22.0,62.0,49.0,1016.1,1016.0,7.0,6.0,13.4,15.9,No,0.2,No
2012-11-17,Watsonia,9.6,19.0,0.2,4.8,3.6,SE,26.0,NW,SSE,2.0,11.0,83.0,55.0,1017.0,1015.1,7.0,7.0,13.1,16.9,No,2.2,Yes
2012-11-18,Watsonia,7.6,19.1,2.2,3.4,10.4,SSW,41.0,W,SSW,4.0,17.0,99.0,41.0,1014.6,1015.0,2.0,3.0,10.3,18.4,Yes,0.0,No
2012-11-19,Watsonia,7.9,24.3,0.0,5.4,13.3,SE,28.0,SE,SSE,9.0,11.0,69.0,39.0,1020.7,1019.0,2.0,1.0,15.5,23.5,No,0.0,No
2012-11-20,Watsonia,9.3,28.0,0.0,7.6,9.4,NNE,43.0,N,NNE,22.0,17.0,46.0,30.0,1020.3,1015.2,7.0,7.0,20.2,25.8,No,0.0,No
2012-11-21,Watsonia,16.3,21.3,0.0,14.4,8.6,SSW,43.0,S,SSW,17.0,24.0,68.0,43.0,1013.2,1014.6,7.0,4.0,17.5,19.5,No,0.0,No
2012-11-22,Watsonia,9.2,21.5,0.0,7.2,12.1,SSW,31.0,SW,S,7.0,15.0,65.0,43.0,1020.2,1018.8,7.0,2.0,13.3,20.3,No,0.0,No
2012-11-23,Watsonia,12.9,25.5,0.0,6.4,8.6,SSW,28.0,ESE,SW,6.0,15.0,76.0,49.0,1020.3,1016.5,8.0,3.0,14.7,23.3,No,0.0,No
2012-11-24,Watsonia,10.5,35.0,0.0,6.4,7.9,N,39.0,ENE,WNW,9.0,17.0,64.0,17.0,1012.8,1009.6,6.0,5.0,20.9,34.5,No,0.0,No
2012-11-25,Watsonia,15.8,23.5,0.0,10.0,6.1,SW,35.0,WSW,SW,11.0,20.0,82.0,55.0,1016.0,1016.5,8.0,6.0,17.0,22.0,No,0.0,No
2012-11-26,Watsonia,12.2,23.5,0.0,5.0,4.5,SW,28.0,SE,SW,6.0,9.0,80.0,57.0,1016.8,1014.6,7.0,7.0,14.8,22.0,No,11.4,Yes
2012-11-27,Watsonia,14.7,23.6,11.4,3.8,5.4,W,63.0,WSW,S,15.0,13.0,100.0,70.0,1015.8,1014.4,8.0,4.0,16.3,22.5,Yes,10.8,Yes
2012-11-28,Watsonia,14.6,31.7,10.8,5.2,9.5,SW,30.0,NE,W,7.0,6.0,92.0,39.0,1015.6,1011.6,8.0,3.0,16.8,30.4,Yes,0.0,No
2012-11-29,Watsonia,16.4,39.1,0.0,8.0,12.1,W,48.0,ENE,N,6.0,17.0,67.0,30.0,1009.2,1005.3,1.0,7.0,25.0,38.0,No,0.0,No
2012-11-30,Watsonia,23.2,28.0,0.0,12.6,2.6,WSW,30.0,SSW,S,13.0,9.0,61.0,54.0,1009.1,1009.5,7.0,7.0,26.9,27.0,No,0.0,No
2013-01-01,Watsonia,13.1,26.6,0.0,7.0,13.0,SSW,41.0,W,SSW,9.0,19.0,66.0,45.0,1013.7,1011.8,3.0,7.0,18.1,24.6,No,0.0,No
2013-01-02,Watsonia,14.2,23.5,0.0,9.8,12.7,S,39.0,S,SW,15.0,20.0,53.0,40.0,1017.5,1017.4,7.0,4.0,16.7,21.4,No,0.0,No
2013-01-03,Watsonia,10.9,38.2,0.0,7.0,12.8,SE,28.0,NNE,WNW,7.0,9.0,53.0,15.0,1016.4,1011.6,2.0,1.0,19.1,35.7,No,0.0,No
2013-01-04,Watsonia,18.7,40.9,0.0,14.6,12.5,NNW,57.0,N,N,9.0,24.0,25.0,14.0,1008.9,1005.4,1.0,0.0,32.5,39.8,No,0.0,No
2013-01-05,Watsonia,18.8,28.7,0.0,21.6,12.0,SSW,41.0,SSW,S,13.0,22.0,55.0,36.0,1014.4,1016.0,6.0,5.0,22.4,26.9,No,0.0,No
2013-01-06,Watsonia,14.8,28.1,0.0,9.4,10.8,SSW,44.0,S,SW,11.0,22.0,66.0,49.0,1023.2,1021.1,7.0,0.0,19.7,26.3,No,0.0,No
2013-01-07,Watsonia,13.9,36.6,0.0,9.2,11.8,WSW,33.0,N,SW,6.0,19.0,73.0,30.0,1018.6,1010.2,4.0,0.0,19.1,36.4,No,0.0,No
2013-01-08,Watsonia,15.6,32.0,0.0,6.2,6.8,SSW,57.0,WSW,SW,2.0,17.0,85.0,25.0,1003.3,997.6,7.0,3.0,19.1,30.4,No,1.2,Yes
2013-01-09,Watsonia,11.1,21.4,1.2,5.2,9.7,S,48.0,SW,SSW,15.0,19.0,74.0,39.0,1005.0,1006.0,7.0,5.0,13.5,19.7,Yes,0.0,No
2013-01-10,Watsonia,13.5,30.5,0.0,7.6,12.6,SSW,30.0,SSW,SW,7.0,11.0,52.0,30.0,1009.2,1006.5,1.0,2.0,17.8,26.8,No,0.0,No
2013-01-11,Watsonia,17.1,39.8,0.0,9.8,12.1,NNW,65.0,NNE,NW,19.0,30.0,21.0,9.0,1003.5,1000.0,6.0,5.0,28.1,38.0,No,0.0,No
2013-01-12,Watsonia,15.7,25.2,0.0,15.2,2.8,SSW,37.0,WSW,SSW,13.0,19.0,66.0,46.0,1011.2,1012.0,7.0,6.0,18.5,22.7,No,0.0,No
2013-01-13,Watsonia,14.9,20.4,0.0,6.4,1.1,SSW,43.0,WSW,SSW,9.0,17.0,68.0,55.0,1013.7,1014.3,8.0,7.0,16.1,18.4,No,0.0,No
2013-01-14,Watsonia,11.4,22.9,0.0,3.8,11.7,SW,43.0,S,S,13.0,15.0,55.0,38.0,1020.2,1019.5,5.0,1.0,15.9,22.1,No,0.0,No
2013-01-15,Watsonia,8.9,31.0,0.0,7.6,12.6,NNW,35.0,NE,SSW,7.0,20.0,61.0,31.0,1017.7,1014.3,1.0,0.0,17.6,29.1,No,0.0,No
2013-01-16,Watsonia,11.1,28.9,0.0,9.4,13.2,WSW,35.0,S,SSE,6.0,13.0,69.0,37.0,1016.3,1013.5,5.0,1.0,18.0,27.0,No,0.0,No
2013-01-17,Watsonia,12.6,41.0,0.0,8.0,10.5,NNW,48.0,ENE,NW,7.0,19.0,66.0,10.0,1008.1,1002.6,6.0,7.0,19.4,38.7,No,0.0,No
2013-01-18,Watsonia,19.3,27.1,0.0,19.8,7.2,S,54.0,SW,S,11.0,17.0,47.0,56.0,999.7,1005.4,3.0,6.0,25.4,23.4,No,0.0,No
2013-01-19,Watsonia,14.8,23.4,0.0,8.0,9.8,SSW,44.0,SSE,SSW,13.0,24.0,57.0,41.0,1015.0,1015.3,7.0,2.0,17.4,22.5,No,0.0,No
2013-01-20,Watsonia,12.1,26.7,0.0,7.0,13.4,SSW,33.0,S,SW,9.0,19.0,62.0,45.0,1016.7,1013.4,1.0,0.0,17.6,25.2,No,0.0,No
2013-01-21,Watsonia,15.2,29.0,0.0,8.2,9.6,SW,35.0,N,SW,7.0,22.0,76.0,48.0,1012.4,1007.6,8.0,1.0,18.8,26.5,No,0.0,No
2013-01-22,Watsonia,17.1,25.8,0.0,8.0,9.4,S,35.0,S,S,11.0,19.0,67.0,34.0,1011.8,1012.3,7.0,2.0,17.5,23.9,No,0.0,No
2013-01-23,Watsonia,14.0,26.2,0.0,9.0,13.0,SSW,43.0,SE,S,17.0,17.0,54.0,32.0,1018.4,1016.0,3.0,1.0,18.3,25.7,No,0.0,No
2013-01-24,Watsonia,11.9,36.0,0.0,9.0,12.9,N,43.0,NNE,NNW,7.0,15.0,71.0,18.0,1014.3,1009.3,0.0,1.0,18.1,34.1,No,0.0,No
2013-01-25,Watsonia,17.9,27.8,0.0,16.2,3.0,SSW,57.0,WSW,SW,26.0,31.0,26.0,60.0,1007.9,1012.0,7.0,7.0,27.4,20.4,No,0.0,No
2013-01-26,Watsonia,14.9,20.8,0.0,8.4,2.9,SSW,43.0,SSE,SW,15.0,24.0,62.0,55.0,1014.8,1013.3,7.0,7.0,16.6,18.8,No,0.4,No
2013-01-27,Watsonia,14.2,24.2,0.4,5.4,9.3,SW,39.0,SSE,SSW,11.0,19.0,87.0,55.0,1012.2,1010.9,7.0,4.0,16.5,21.9,No,0.0,No
2013-01-28,Watsonia,13.5,25.6,0.0,6.0,11.4,SW,44.0,SSE,SW,6.0,19.0,77.0,52.0,1010.8,1008.9,6.0,5.0,17.4,25.1,No,2.6,Yes
2013-01-29,Watsonia,13.6,21.0,2.6,9.0,5.7,SSW,39.0,S,SSW,17.0,22.0,68.0,43.0,1013.2,1012.3,7.0,7.0,14.7,19.6,Yes,0.0,No
2013-01-30,Watsonia,9.3,29.5,0.0,6.4,13.1,SSW,26.0,N,NW,4.0,7.0,60.0,28.0,1015.1,1012.4,1.0,3.0,15.2,26.5,No,0.0,No
2013-01-31,Watsonia,13.6,27.6,0.0,7.2,6.4,WSW,76.0,NE,SW,2.0,17.0,63.0,44.0,1010.7,1005.6,6.0,7.0,19.4,25.3,No,0.0,No
2013-03-01,Watsonia,12.6,24.0,0.0,4.2,12.2,SE,44.0,ESE,SSE,15.0,19.0,62.0,36.0,1022.0,1020.9,1.0,1.0,17.2,22.9,No,0.0,No
2013-03-02,Watsonia,13.0,27.1,0.0,8.0,12.0,SSE,33.0,SSE,ESE,11.0,15.0,66.0,35.0,1025.2,1021.7,1.0,1.0,16.7,25.5,No,0.0,No
2013-03-03,Watsonia,10.3,30.4,0.0,7.4,12.2,SSW,24.0,NNE,SSE,6.0,9.0,77.0,28.0,1023.1,1019.3,0.0,0.0,14.7,29.3,No,0.0,No
2013-03-04,Watsonia,13.9,32.6,0.0,7.6,12.0,SSW,33.0,ENE,ESE,6.0,9.0,73.0,28.0,1021.1,1017.5,1.0,1.0,19.7,31.5,No,0.0,No
2013-03-05,Watsonia,14.6,33.0,0.0,10.0,11.9,NE,50.0,NE,NW,6.0,11.0,65.0,28.0,1019.5,1016.3,0.0,1.0,21.0,32.2,No,0.0,No
2013-03-06,Watsonia,14.9,33.4,0.0,10.0,11.4,N,35.0,ENE,NNE,7.0,13.0,62.0,29.0,1017.3,1014.2,3.0,3.0,20.9,32.1,No,0.0,No
2013-03-07,Watsonia,18.7,35.9,0.0,10.0,6.1,W,24.0,ENE,SSW,9.0,9.0,61.0,25.0,1016.8,1014.8,2.0,6.0,22.7,35.6,No,0.0,No
2013-03-08,Watsonia,19.1,36.1,0.0,8.6,5.7,ESE,24.0,,S,0.0,6.0,87.0,30.0,1019.6,1015.8,7.0,6.0,20.7,35.6,No,0.0,No
2013-03-09,Watsonia,20.5,35.1,0.0,9.8,7.2,NNW,33.0,,N,0.0,19.0,52.0,26.0,1016.7,1013.9,4.0,4.0,25.3,34.6,No,0.0,No
2013-03-10,Watsonia,20.7,35.7,0.0,10.4,4.7,NW,41.0,NE,NW,7.0,22.0,67.0,28.0,1016.8,1015.1,5.0,5.0,21.9,32.0,No,0.0,No
2013-03-11,Watsonia,18.2,37.2,0.0,5.8,9.7,NNW,19.0,ENE,S,7.0,7.0,87.0,25.0,1017.2,1014.8,3.0,7.0,19.5,34.9,No,0.0,No
2013-03-12,Watsonia,19.5,36.2,0.0,11.2,11.6,NW,39.0,ENE,NNW,7.0,17.0,53.0,28.0,1015.7,1012.1,1.0,1.0,26.0,34.7,No,0.0,No
2013-03-13,Watsonia,25.2,27.1,0.0,16.4,9.0,NNE,50.0,N,SW,22.0,19.0,39.0,43.0,1007.0,1009.8,6.0,6.0,27.1,23.8,No,0.2,No
2013-03-14,Watsonia,14.3,22.9,0.2,7.0,6.7,SSW,35.0,ESE,SW,4.0,20.0,77.0,46.0,1015.3,1014.4,7.0,1.0,15.8,22.0,No,0.0,No
2013-03-15,Watsonia,12.4,24.2,0.0,5.6,6.5,SSW,37.0,E,WSW,6.0,19.0,75.0,41.0,1017.9,1016.6,7.0,2.0,16.7,23.4,No,0.0,No
2013-03-16,Watsonia,14.4,23.4,0.0,5.4,1.8,SW,50.0,NNW,SSW,7.0,22.0,79.0,97.0,1015.6,1013.4,7.0,7.0,15.4,16.3,No,21.4,Yes
2013-03-17,Watsonia,11.0,18.4,21.4,3.8,1.9,S,48.0,S,S,15.0,17.0,62.0,55.0,1022.8,1023.9,7.0,7.0,13.9,15.9,Yes,0.0,No
2013-03-18,Watsonia,10.3,20.8,0.0,2.4,4.7,SSW,31.0,N,S,2.0,13.0,87.0,62.0,1024.0,1023.0,7.0,7.0,13.7,18.2,No,0.0,No
2013-03-19,Watsonia,7.4,24.1,0.0,2.6,11.4,SSW,28.0,NE,S,6.0,9.0,92.0,40.0,1024.7,1022.2,1.0,1.0,11.3,23.4,No,0.0,No
2013-03-20,Watsonia,10.2,28.4,0.0,4.8,9.9,N,37.0,NE,N,6.0,17.0,84.0,34.0,1021.7,1015.9,1.0,5.0,13.9,26.5,No,0.2,No
2013-03-21,Watsonia,13.9,23.5,0.2,9.0,2.8,N,70.0,NNE,NNE,20.0,31.0,62.0,70.0,1006.3,1000.3,7.0,2.0,20.5,20.7,No,2.4,Yes
2013-03-22,Watsonia,13.5,19.7,2.4,5.4,3.3,NW,33.0,NNW,NW,9.0,13.0,73.0,54.0,1012.8,1011.8,1.0,7.0,15.2,18.9,Yes,0.4,No
2013-03-23,Watsonia,13.9,24.5,0.4,3.8,8.4,N,39.0,NNW,NNW,15.0,15.0,64.0,42.0,1016.2,1014.1,7.0,4.0,16.0,23.2,No,0.0,No
2013-03-24,Watsonia,14.3,26.4,0.0,7.6,8.5,NNW,52.0,N,WNW,20.0,20.0,59.0,37.0,1013.1,1012.0,3.0,7.0,17.6,26.3,No,0.0,No
2013-03-25,Watsonia,10.5,24.4,0.0,5.6,9.7,SSW,20.0,NE,NW,6.0,6.0,80.0,40.0,1019.7,1017.6,2.0,5.0,13.8,23.8,No,0.0,No
2013-03-26,Watsonia,13.8,30.7,0.0,6.6,11.1,NE,52.0,ENE,N,7.0,19.0,75.0,29.0,1016.1,1012.2,1.0,1.0,16.9,30.1,No,0.2,No
2013-03-27,Watsonia,16.9,35.3,0.2,11.6,7.7,N,63.0,NNE,N,11.0,31.0,33.0,24.0,1009.3,1006.3,6.0,7.0,26.1,33.9,No,20.6,Yes
2013-03-28,Watsonia,14.4,20.6,20.6,11.6,4.4,WSW,69.0,,W,0.0,20.0,99.0,46.0,1015.2,1014.8,7.0,6.0,14.7,19.6,Yes,0.6,No
2013-03-29,Watsonia,7.4,17.6,0.6,5.4,3.1,W,24.0,NE,SW,6.0,7.0,87.0,55.0,1021.8,1020.0,1.0,7.0,9.9,16.7,No,0.0,No
2013-03-30,Watsonia,9.5,22.1,0.0,2.2,1.9,N,35.0,,NNW,0.0,17.0,86.0,52.0,1016.3,1012.5,7.0,7.0,12.1,20.9,No,2.6,Yes
2013-03-31,Watsonia,12.1,18.8,2.6,3.8,3.8,SW,31.0,W,SSW,4.0,17.0,91.0,71.0,1013.8,1015.3,7.0,7.0,13.8,16.7,Yes,0.0,No
2013-04-01,Watsonia,6.7,19.3,0.0,2.6,2.4,W,28.0,NE,NNW,7.0,13.0,100.0,50.0,1019.2,1017.3,7.0,7.0,8.8,18.1,No,0.2,No
2013-04-02,Watsonia,8.8,19.2,0.2,2.8,1.7,S,33.0,,SSW,0.0,15.0,99.0,80.0,1017.9,1018.0,7.0,7.0,14.4,16.9,No,0.2,No
2013-04-03,Watsonia,10.3,17.2,0.2,2.4,2.2,SSW,35.0,SE,S,6.0,15.0,76.0,56.0,1025.0,1024.8,7.0,7.0,12.7,16.2,No,0.0,No
2013-04-04,Watsonia,5.7,21.9,0.0,3.0,10.8,WSW,30.0,NE,E,6.0,4.0,91.0,43.0,1029.8,1027.4,1.0,1.0,7.9,20.6,No,0.0,No
2013-04-05,Watsonia,7.5,24.8,0.0,3.0,8.4,N,20.0,NE,ENE,6.0,9.0,99.0,48.0,1030.3,1026.7,3.0,7.0,9.8,23.7,No,0.0,No
2013-04-06,Watsonia,9.8,27.0,0.0,3.4,9.2,ENE,22.0,NE,N,6.0,9.0,99.0,37.0,1026.2,1022.0,1.0,4.0,12.1,26.6,No,0.0,No
2013-04-07,Watsonia,12.1,28.0,0.0,6.6,4.3,NNE,31.0,ENE,NNW,6.0,9.0,68.0,37.0,1022.6,1019.9,6.0,7.0,18.4,26.1,No,1.0,No
2013-04-08,Watsonia,16.0,23.1,1.0,4.0,5.7,WSW,22.0,S,SW,4.0,15.0,86.0,59.0,1025.9,1023.9,7.0,3.0,17.5,21.6,No,0.0,No
2013-04-09,Watsonia,12.2,23.9,0.0,2.6,9.0,SSW,28.0,,SW,0.0,9.0,100.0,52.0,1027.0,1023.0,6.0,1.0,14.4,23.4,No,0.0,No
2013-04-10,Watsonia,10.1,25.3,0.0,4.2,9.6,NNE,41.0,NE,SSW,11.0,11.0,97.0,38.0,1023.3,1020.4,5.0,6.0,13.9,24.8,No,0.2,No
2013-04-11,Watsonia,10.9,16.7,0.2,3.0,1.0,SE,19.0,ENE,SSW,2.0,6.0,96.0,87.0,1024.6,1024.2,7.0,8.0,13.1,16.2,No,0.8,No
2013-04-12,Watsonia,10.0,28.2,0.8,0.8,7.5,W,31.0,,W,0.0,9.0,99.0,37.0,1023.8,1018.9,1.0,6.0,13.8,27.9,No,0.0,No
2013-04-13,Watsonia,13.8,23.7,0.0,7.0,0.0,N,44.0,NNE,NNW,15.0,19.0,42.0,39.0,1014.1,1010.2,7.0,7.0,20.8,22.9,No,0.0,No
2013-04-14,Watsonia,15.2,22.8,0.0,4.0,4.1,SSW,26.0,SW,S,2.0,15.0,77.0,61.0,1012.5,1008.6,5.0,7.0,16.8,19.9,No,5.4,Yes
2013-04-15,Watsonia,12.8,14.9,5.4,1.2,0.0,SSW,30.0,SSW,S,9.0,11.0,100.0,84.0,1012.5,1013.0,8.0,7.0,13.7,13.8,Yes,1.8,Yes
