Location,Date,WindDir9am,WindSpeed9am,WindGustDir,WindGustSpeed,WindSpeed3pm,Humidity9am,Pressure9am,Cloud9am,Temp9am
AliceSprings,2016-05-14,ESE,0.0,S,20.0,9.0,68.0,1022.9,2.948453608247423,12.7
AliceSprings,2016-05-15,ESE,0.0,ESE,26.0,13.0,65.0,1021.4,2.948453608247423,14.7
AliceSprings,2016-05-16,ESE,0.0,W,19.0,13.0,62.0,1019.1,2.948453608247423,16.5
AliceSprings,2016-05-17,NW,4.0,E,26.0,15.0,49.0,1019.6,2.948453608247423,15.9
AliceSprings,2016-05-18,WSW,9.0,SE,19.0,13.0,68.0,1020.6,8.0,14.3
AliceSprings,2016-05-19,ESE,0.0,ESE,44.0,28.0,63.0,1021.7,2.948453608247423,14.7
AliceSprings,2016-05-20,ESE,0.0,E,41.0,13.0,63.0,1021.0,4.0,14.5
AliceSprings,2016-05-21,ESE,0.0,N,30.0,7.0,51.0,1018.9,2.948453608247423,17.1
AliceSprings,2016-05-22,ESE,0.0,W,37.0,17.0,47.0,1017.6,2.948453608247423,20.7
AliceSprings,2016-05-23,SE,19.0,ESE,37.0,19.0,37.0,1023.1,2.948453608247423,19.3
AliceSprings,2016-05-24,E,7.0,ESE,31.0,11.0,43.0,1021.3,2.948453608247423,14.6
AliceSprings,2016-05-25,NNW,19.0,NW,33.0,19.0,54.0,1016.8,2.948453608247423,21.5
AliceSprings,2016-05-26,NW,7.0,WNW,41.0,19.0,50.0,1015.3,2.948453608247423,24.1
AliceSprings,2016-05-27,S,22.0,SW,33.0,17.0,64.0,1020.4,8.0,17.5
AliceSprings,2016-05-28,ESE,17.0,ESE,30.0,7.0,47.0,1020.9,8.0,14.7
AliceSprings,2016-05-29,N,11.0,NNW,30.0,15.0,30.0,1018.5,2.948453608247423,18.7
AliceSprings,2016-05-30,NE,11.0,NE,30.0,13.0,90.0,1019.1,8.0,17.3
AliceSprings,2016-05-31,N,4.0,NNE,33.0,13.0,85.0,1020.9,3.0,16.6
AliceSprings,2016-06-01,E,7.0,ESE,30.0,19.0,77.0,1020.9,2.948453608247423,17.4
AliceSprings,2016-06-02,NE,6.0,NW,28.0,17.0,84.0,1019.0,8.0,16.9
AliceSprings,2016-06-03,ESE,13.0,SSE,28.0,15.0,97.0,1019.8,8.0,13.9
AliceSprings,2016-06-04,ESE,0.0,ENE,19.0,9.0,97.0,1020.8,8.0,9.1
AliceSprings,2016-06-05,NW,7.0,WNW,24.0,13.0,68.0,1016.6,2.948453608247423,13.7
AliceSprings,2016-06-06,SE,9.0,SE,26.0,11.0,66.0,1015.6,8.0,17.0
AliceSprings,2016-06-07,N,22.0,NW,46.0,28.0,46.0,1014.3,3.0,21.1
AliceSprings,2016-06-08,NW,19.0,NW,50.0,31.0,66.0,1011.9,2.948453608247423,21.0
AliceSprings,2016-06-09,WSW,13.0,S,41.0,15.0,63.0,1023.4,2.948453608247423,11.3
AliceSprings,2016-06-10,ESE,0.0,ESE,28.0,15.0,79.0,1027.1,2.0,10.1
AliceSprings,2016-06-11,SSW,9.0,SSE,39.0,20.0,76.0,1029.7,2.948453608247423,9.4
AliceSprings,2016-06-12,ESE,15.0,ESE,50.0,26.0,67.0,1030.8,2.948453608247423,10.5
AliceSprings,2016-06-13,ESE,6.0,E,37.0,26.0,73.0,1028.0,2.948453608247423,7.9
AliceSprings,2016-06-14,WSW,6.0,ENE,22.0,9.0,80.0,1025.6,2.948453608247423,10.7
AliceSprings,2016-06-15,ENE,9.0,N,30.0,13.0,82.0,1023.3,2.948453608247423,16.4
AliceSprings,2016-06-16,NNW,22.0,NW,41.0,26.0,54.0,1018.1,2.948453608247423,20.6
AliceSprings,2016-06-17,WSW,7.0,NE,28.0,11.0,90.0,1016.5,2.948453608247423,17.2
AliceSprings,2016-06-18,SSE,9.0,SSE,28.0,19.0,88.0,1018.2,7.0,14.0
AliceSprings,2016-06-19,W,11.0,SSW,28.0,17.0,64.0,1019.9,2.948453608247423,10.2
AliceSprings,2016-06-20,W,6.0,NNW,30.0,15.0,83.0,1018.7,2.948453608247423,10.0
AliceSprings,2016-06-21,NW,11.0,NW,30.0,17.0,50.0,1015.5,4.0,14.8
AliceSprings,2016-06-22,N,2.0,ESE,26.0,11.0,51.0,1017.4,2.0,17.3
AliceSprings,2016-06-23,NNW,17.0,WSW,33.0,20.0,49.0,1015.1,8.0,19.5
AliceSprings,2016-06-24,SE,19.0,S,37.0,20.0,59.0,1022.4,8.0,12.3
AliceSprings,2016-06-25,E,17.0,E,31.0,15.0,64.0,1020.9,7.0,11.5
AliceSprings,2016-06-26,NE,13.0,SSW,35.0,19.0,85.0,1016.7,8.0,10.9
AliceSprings,2016-06-27,SSE,11.0,SE,39.0,22.0,77.0,1024.8,2.948453608247423,9.1
AliceSprings,2016-06-28,ESE,9.0,E,33.0,20.0,85.0,1026.4,2.948453608247423,7.4
AliceSprings,2016-06-29,N,13.0,N,30.0,13.0,56.0,1024.8,2.948453608247423,9.9
AliceSprings,2016-06-30,NW,7.0,S,31.0,17.0,33.0,1023.0,2.948453608247423,16.3
AliceSprings,2016-07-01,S,7.0,ESE,31.0,15.0,70.0,1026.9,8.0,12.7
AliceSprings,2016-07-02,ESE,20.0,SSE,31.0,19.0,69.0,1029.2,8.0,10.9
AliceSprings,2016-07-03,ESE,0.0,E,24.0,6.0,83.0,1025.5,2.948453608247423,7.0
AliceSprings,2016-07-04,NNW,13.0,WSW,56.0,33.0,37.0,1018.9,2.948453608247423,16.2
AliceSprings,2016-07-05,SE,19.0,SE,31.0,13.0,82.0,1025.5,8.0,9.3
AliceSprings,2016-07-06,SSE,7.0,ENE,30.0,15.0,64.0,1025.9,2.948453608247423,7.9
AliceSprings,2016-07-07,NNE,20.0,NNE,28.0,9.0,48.0,1022.0,7.0,10.9
AliceSprings,2016-07-08,ENE,11.0,E,28.0,9.0,40.0,1020.9,2.948453608247423,14.4
AliceSprings,2016-07-09,NE,13.0,N,46.0,26.0,39.0,1019.2,2.948453608247423,18.4
AliceSprings,2016-07-10,NNW,17.0,N,48.0,30.0,34.0,1015.2,2.948453608247423,19.4
AliceSprings,2016-07-11,SSW,9.0,SSW,19.0,9.0,40.0,1019.4,2.948453608247423,13.8
AliceSprings,2016-07-12,SSW,15.0,SSE,33.0,20.0,50.0,1024.3,6.0,11.9
AliceSprings,2016-07-14,SE,11.0,ESE,50.0,22.0,73.0,1031.1,2.948453608247423,5.1
AliceSprings,2016-07-15,E,7.0,ESE,41.0,24.0,54.0,1029.5,2.948453608247423,4.5
AliceSprings,2016-07-16,SE,7.0,ESE,37.0,20.0,38.0,1027.9,2.948453608247423,5.0
AliceSprings,2016-07-17,W,9.0,SE,30.0,17.0,47.0,1023.0,2.948453608247423,7.0
AliceSprings,2016-07-18,NW,7.0,ESE,35.0,20.0,73.0,1021.0,8.0,11.5
AliceSprings,2016-07-19,ESE,0.0,E,26.0,13.0,73.0,1019.1,7.0,14.6
AliceSprings,2016-07-20,WNW,6.0,ENE,26.0,7.0,81.0,1020.1,2.948453608247423,15.6
AliceSprings,2016-07-21,W,7.0,WNW,35.0,17.0,56.0,1019.1,2.948453608247423,18.2
AliceSprings,2016-07-22,W,7.0,WSW,37.0,17.0,52.0,1017.9,2.948453608247423,18.1
AliceSprings,2016-07-23,SE,20.0,ESE,35.0,11.0,36.0,1021.3,2.948453608247423,15.4
AliceSprings,2016-07-24,SW,11.0,S,46.0,17.0,39.0,1021.6,1.0,13.8
AliceSprings,2016-07-25,ESE,19.0,ESE,41.0,15.0,37.0,1024.7,6.0,11.6
AliceSprings,2016-07-26,ESE,13.0,ESE,26.0,11.0,46.0,1023.8,8.0,12.4
AliceSprings,2016-07-27,SSE,13.0,ESE,41.0,19.0,45.0,1027.4,2.948453608247423,10.7
AliceSprings,2016-07-28,SSE,11.0,SE,35.0,19.0,63.0,1029.1,2.948453608247423,9.8
AliceSprings,2016-07-29,ENE,7.0,E,28.0,13.0,57.0,1025.6,2.0,10.0
AliceSprings,2016-07-30,ESE,0.0,SSE,22.0,9.0,46.0,1022.7,2.948453608247423,11.7
AliceSprings,2016-07-31,ESE,0.0,SW,26.0,11.0,32.0,1019.2,2.948453608247423,15.7
AliceSprings,2016-08-01,SW,24.0,SSW,46.0,24.0,43.0,1018.7,2.948453608247423,16.8
AliceSprings,2016-08-02,SSE,28.0,SSE,56.0,24.0,61.0,1025.6,2.948453608247423,8.8
AliceSprings,2016-08-03,SE,24.0,ESE,43.0,24.0,52.0,1026.2,2.948453608247423,7.6
AliceSprings,2016-08-04,E,9.0,E,37.0,20.0,53.0,1026.2,2.948453608247423,7.2
AliceSprings,2016-08-05,E,26.0,E,44.0,17.0,46.0,1024.8,2.948453608247423,9.5
AliceSprings,2016-08-06,ESE,0.0,NNE,33.0,9.0,34.0,1022.9,2.948453608247423,10.2
AliceSprings,2016-08-07,ESE,0.0,NNW,26.0,4.0,37.0,1022.1,2.948453608247423,11.9
AliceSprings,2016-08-08,ESE,0.0,N,28.0,9.0,33.0,1021.5,2.948453608247423,15.3
AliceSprings,2016-08-09,NNW,20.0,NNW,37.0,19.0,19.0,1018.2,8.0,20.7
AliceSprings,2016-08-10,ESE,26.0,E,41.0,19.0,38.0,1020.0,7.0,17.6
AliceSprings,2016-08-11,E,17.0,E,41.0,19.0,45.0,1025.1,2.948453608247423,12.9
AliceSprings,2016-08-12,ESE,0.0,WNW,37.0,13.0,44.0,1022.5,2.948453608247423,14.8
AliceSprings,2016-08-13,E,17.0,ESE,43.0,26.0,27.0,1023.2,7.0,16.9
AliceSprings,2016-08-14,ESE,19.0,E,43.0,20.0,33.0,1025.9,8.0,14.3
AliceSprings,2016-08-15,E,19.0,E,37.0,17.0,24.0,1024.0,2.948453608247423,15.4
AliceSprings,2016-08-16,WNW,6.0,SSE,33.0,11.0,32.0,1022.9,2.948453608247423,15.4
AliceSprings,2016-08-17,ENE,13.0,E,46.0,22.0,30.0,1022.0,2.948453608247423,18.3
AliceSprings,2016-08-18,E,7.0,NNW,43.0,19.0,37.0,1017.9,2.948453608247423,17.4
AliceSprings,2016-08-19,SSE,24.0,SW,44.0,28.0,38.0,1020.2,2.948453608247423,16.2
AliceSprings,2016-08-20,E,28.0,E,44.0,22.0,25.0,1021.8,2.948453608247423,13.4
AliceSprings,2016-08-21,NE,20.0,NNW,59.0,30.0,72.0,1013.7,8.0,12.3
AliceSprings,2016-08-22,SW,11.0,ESE,37.0,17.0,72.0,1011.8,2.948453608247423,13.6
AliceSprings,2016-08-23,SE,13.0,S,37.0,15.0,96.0,1010.8,7.0,13.1
AliceSprings,2016-08-24,SSW,9.0,SE,33.0,17.0,68.0,1018.2,2.948453608247423,10.2
AliceSprings,2016-08-25,NNE,7.0,S,33.0,20.0,48.0,1019.1,2.948453608247423,12.1
AliceSprings,2016-08-26,ESE,15.0,ESE,26.0,13.0,55.0,1024.1,2.948453608247423,10.3
AliceSprings,2016-08-27,NE,15.0,N,39.0,17.0,33.0,1022.5,2.948453608247423,14.1
AliceSprings,2016-08-28,N,28.0,NNW,44.0,24.0,27.0,1018.5,2.948453608247423,17.9
AliceSprings,2016-08-29,NNW,24.0,N,50.0,19.0,14.0,1014.3,7.0,22.1
AliceSprings,2016-08-30,E,9.0,SW,33.0,11.0,93.0,1016.8,8.0,16.8
AliceSprings,2016-08-31,NNW,2.0,NE,35.0,15.0,97.0,1020.5,8.0,15.0
AliceSprings,2016-09-01,N,11.0,W,65.5,31.0,78.0,1012.8,2.0,20.5
AliceSprings,2016-09-02,SW,24.0,SSW,46.0,15.0,71.0,1014.3,8.0,13.5
AliceSprings,2016-09-03,NE,6.0,ESE,37.0,15.0,70.0,1020.1,2.948453608247423,15.3
AliceSprings,2016-09-04,E,26.0,E,41.0,17.0,55.0,1025.5,2.948453608247423,13.9
AliceSprings,2016-09-05,ENE,9.0,E,35.0,19.0,57.0,1025.4,2.948453608247423,14.3
AliceSprings,2016-09-06,ENE,11.0,E,26.0,15.0,45.0,1023.1,2.948453608247423,16.0
AliceSprings,2016-09-07,NE,20.0,NE,30.0,9.0,42.0,1019.9,0.0,20.3
AliceSprings,2016-09-08,N,15.0,WNW,37.0,19.0,37.0,1016.2,2.948453608247423,24.5
AliceSprings,2016-09-09,SSE,28.0,SSE,39.0,20.0,24.0,1021.1,2.948453608247423,18.9
AliceSprings,2016-09-10,E,30.0,E,43.0,13.0,32.0,1021.1,2.948453608247423,15.3
AliceSprings,2016-09-11,ENE,15.0,ESE,39.0,13.0,29.0,1017.0,2.948453608247423,20.0
AliceSprings,2016-09-12,E,9.0,N,43.0,20.0,31.0,1017.3,8.0,18.7
AliceSprings,2016-09-13,E,20.0,SSE,46.0,20.0,41.0,1014.3,8.0,18.0
AliceSprings,2016-09-14,ESE,26.0,ESE,39.0,13.0,68.0,1019.2,8.0,10.5
AliceSprings,2016-09-15,SE,13.0,E,28.0,9.0,72.0,1019.1,7.0,11.7
AliceSprings,2016-09-16,E,17.0,WSW,59.0,22.0,61.0,1017.4,2.948453608247423,15.1
AliceSprings,2016-09-17,NNW,22.0,SW,44.0,13.0,83.0,1013.5,3.0,20.7
AliceSprings,2016-09-18,SSE,22.0,SSE,35.0,15.0,64.0,1018.6,2.948453608247423,12.8
AliceSprings,2016-09-19,N,20.0,WNW,52.0,33.0,58.0,1012.7,1.0,16.7
AliceSprings,2016-09-20,WSW,22.0,NNW,52.0,24.0,35.0,1012.9,2.948453608247423,17.3
AliceSprings,2016-09-21,ESE,19.0,ESE,33.0,19.0,42.0,1021.1,2.948453608247423,13.7
AliceSprings,2016-09-22,E,20.0,ENE,31.0,13.0,41.0,1019.1,2.948453608247423,15.7
AliceSprings,2016-09-23,N,19.0,NW,54.0,24.0,31.0,1013.8,2.948453608247423,19.8
AliceSprings,2016-09-24,SSW,20.0,NNW,48.0,6.0,34.0,1011.3,8.0,21.1
AliceSprings,2016-09-25,E,30.0,E,41.0,17.0,35.0,1016.3,2.948453608247423,16.6
AliceSprings,2016-09-26,E,17.0,S,30.0,11.0,41.0,1015.0,6.0,18.5
AliceSprings,2016-09-27,NNE,17.0,N,52.0,31.0,77.0,1015.4,8.0,18.2
AliceSprings,2016-09-28,NNW,33.0,NNW,56.0,35.0,81.0,1010.9,7.0,19.2
AliceSprings,2016-09-29,WSW,28.0,SW,46.0,17.0,20.0,1015.2,2.948453608247423,14.0
AliceSprings,2016-09-30,E,17.0,NW,46.0,11.0,26.0,1014.7,2.948453608247423,15.2
AliceSprings,2016-10-01,NNW,2.0,NW,41.0,24.0,27.0,1012.4,7.0,21.0
AliceSprings,2016-10-02,NW,28.0,NW,65.5,35.5,61.0,1006.8,2.948453608247423,23.8
AliceSprings,2016-10-03,S,22.0,S,37.0,13.0,10.0,1017.6,2.948453608247423,17.5
AliceSprings,2016-10-04,NNW,9.0,SW,31.0,7.0,14.0,1017.9,2.948453608247423,21.1
AliceSprings,2016-10-05,ENE,13.0,ENE,37.0,19.0,18.0,1020.0,2.948453608247423,22.1
AliceSprings,2016-10-06,NE,17.0,NE,30.0,19.0,30.0,1020.7,2.948453608247423,22.7
AliceSprings,2016-10-07,NNE,15.0,ESE,35.0,20.0,19.0,1019.4,2.948453608247423,26.3
AliceSprings,2016-10-08,N,15.0,NNW,31.0,13.0,15.0,1018.7,2.948453608247423,29.1
AliceSprings,2016-10-09,N,33.0,N,43.0,17.0,16.0,1014.7,2.948453608247423,29.4
AliceSprings,2016-10-11,SE,31.0,ESE,52.0,26.0,28.0,1022.4,2.948453608247423,17.9
AliceSprings,2016-10-12,ESE,24.0,ESE,43.0,22.0,17.0,1021.1,2.948453608247423,18.4
AliceSprings,2016-10-13,E,20.0,E,41.0,20.0,26.0,1020.7,2.948453608247423,19.3
AliceSprings,2016-10-14,ENE,19.0,E,35.0,13.0,26.0,1018.7,2.948453608247423,20.4
AliceSprings,2016-10-15,N,15.0,NNW,37.0,17.0,18.0,1015.0,2.948453608247423,23.9
AliceSprings,2016-10-16,NW,24.0,S,57.0,31.0,6.0,1008.7,2.948453608247423,29.6
AliceSprings,2016-10-17,ESE,28.0,ESE,44.0,20.0,35.0,1019.6,2.948453608247423,16.3
AliceSprings,2016-10-18,ENE,13.0,E,33.0,15.0,15.0,1018.2,2.948453608247423,20.4
AliceSprings,2016-10-19,NE,24.0,NNE,37.0,17.0,10.0,1017.0,7.0,23.4
AliceSprings,2016-10-20,NE,19.0,N,44.0,20.0,12.0,1013.7,8.0,24.5
AliceSprings,2016-10-21,W,36.5,W,59.0,11.0,62.0,1016.7,8.0,21.6
AliceSprings,2016-10-22,ESE,28.0,E,44.0,20.0,50.0,1022.6,8.0,14.3
AliceSprings,2016-10-23,ESE,30.0,ESE,43.0,17.0,24.0,1022.2,2.948453608247423,15.2
AliceSprings,2016-10-24,E,20.0,E,33.0,15.0,16.0,1019.5,2.948453608247423,18.3
AliceSprings,2016-10-25,N,19.0,NNE,31.0,11.0,13.0,1015.1,2.948453608247423,24.4
AliceSprings,2016-10-26,NNW,24.0,NNW,43.0,17.0,7.0,1013.5,2.948453608247423,29.7
AliceSprings,2016-10-27,SE,24.0,SSE,48.0,19.0,32.0,1016.5,2.948453608247423,25.7
AliceSprings,2016-10-28,ESE,26.0,ESE,37.0,17.0,12.0,1015.9,6.0,26.2
AliceSprings,2016-10-29,ENE,13.0,N,48.0,28.0,18.0,1011.6,2.0,29.6
AliceSprings,2016-10-30,SSE,19.0,SSW,57.0,11.0,24.0,1012.4,1.0,32.0
AliceSprings,2016-10-31,SSE,26.0,SE,44.0,19.0,30.0,1015.7,3.0,23.9
AliceSprings,2016-11-01,E,17.0,SE,39.0,15.0,24.0,1015.4,4.0,20.4
AliceSprings,2016-11-02,ENE,20.0,E,37.0,24.0,27.0,1015.5,7.0,19.8
AliceSprings,2016-11-03,E,15.0,ENE,35.0,17.0,22.0,1015.9,2.0,23.4
AliceSprings,2016-11-04,E,20.0,SSE,39.0,20.0,15.0,1015.2,2.948453608247423,28.8
AliceSprings,2016-11-05,ENE,19.0,ESE,50.0,26.0,9.0,1015.0,2.948453608247423,30.3
AliceSprings,2016-11-06,ENE,15.0,ENE,35.0,11.0,15.0,1014.9,2.948453608247423,28.4
AliceSprings,2016-11-07,NNW,31.0,NW,59.0,13.0,7.0,1008.6,2.948453608247423,34.3
AliceSprings,2016-11-08,ESE,15.0,E,37.0,13.0,40.0,1009.1,2.948453608247423,26.0
AliceSprings,2016-11-09,E,24.0,ENE,48.0,19.0,26.0,1009.4,4.0,28.0
AliceSprings,2016-11-10,N,31.0,NW,65.5,24.0,33.0,1005.5,2.948453608247423,33.5
AliceSprings,2016-11-11,NNW,33.0,NW,65.5,26.0,34.0,1007.4,2.948453608247423,31.3
AliceSprings,2016-11-12,S,22.0,NNW,57.0,19.0,20.0,1008.9,2.948453608247423,31.3
AliceSprings,2016-11-13,SE,24.0,SE,46.0,20.0,18.0,1015.7,2.948453608247423,23.5
AliceSprings,2016-11-14,ESE,28.0,E,43.0,20.0,18.0,1017.6,2.948453608247423,21.7
AliceSprings,2016-11-15,E,28.0,ESE,43.0,17.0,17.0,1018.3,2.948453608247423,23.3
AliceSprings,2016-11-16,ENE,20.0,E,43.0,13.0,14.0,1016.8,2.948453608247423,25.8
AliceSprings,2016-11-17,NE,17.0,ENE,33.0,15.0,11.0,1014.4,2.948453608247423,30.0
AliceSprings,2016-11-18,NE,7.0,NNE,48.0,30.0,18.0,1011.6,2.948453608247423,30.3
AliceSprings,2016-11-19,SE,13.0,NW,48.0,24.0,38.0,1012.4,2.948453608247423,25.8
AliceSprings,2016-11-20,NE,22.0,N,46.0,22.0,23.0,1010.7,2.948453608247423,29.8
AliceSprings,2016-11-21,N,30.0,WSW,59.0,13.0,21.0,1007.7,2.948453608247423,33.2
AliceSprings,2016-11-22,ENE,17.0,W,54.0,22.0,45.0,1009.9,2.948453608247423,27.0
AliceSprings,2016-11-23,SE,22.0,ESE,52.0,24.0,37.0,1012.9,6.0,25.4
AliceSprings,2016-11-24,SE,17.0,SE,48.0,28.0,59.0,1013.6,8.0,22.7
AliceSprings,2016-11-25,SE,6.0,ESE,37.0,19.0,40.0,1015.8,7.0,17.9
AliceSprings,2016-11-26,E,17.0,S,35.0,15.0,19.0,1015.9,2.948453608247423,24.0
AliceSprings,2016-11-27,E,30.0,ESE,48.0,20.0,9.0,1015.2,2.948453608247423,27.2
AliceSprings,2016-11-28,NE,20.0,ESE,50.0,22.0,7.0,1013.5,2.948453608247423,29.8
AliceSprings,2016-11-29,NE,19.0,S,44.0,11.0,6.0,1011.4,2.948453608247423,32.5
AliceSprings,2016-11-30,N,22.0,NNE,44.0,19.0,4.0,1009.2,2.948453608247423,34.2
AliceSprings,2016-12-01,N,31.0,NNW,54.0,20.0,4.0,1008.0,2.948453608247423,36.0
AliceSprings,2016-12-02,NW,20.0,W,50.0,19.0,10.0,1007.8,2.948453608247423,36.2
AliceSprings,2016-12-03,NNW,22.0,E,57.0,13.0,23.0,1010.2,2.948453608247423,33.2
AliceSprings,2016-12-04,NNE,13.0,NNW,52.0,35.5,71.0,1010.8,4.0,24.2
AliceSprings,2016-12-05,S,11.0,N,48.0,17.0,71.0,1012.3,4.0,24.5
AliceSprings,2016-12-06,SSW,13.0,SE,50.0,20.0,67.0,1014.0,8.0,25.9
AliceSprings,2016-12-07,E,20.0,E,35.0,13.0,72.0,1013.2,2.0,24.0
AliceSprings,2016-12-08,NE,7.0,W,39.0,4.0,90.0,1012.0,8.0,21.2
AliceSprings,2016-12-09,ESE,31.0,E,48.0,22.0,41.0,1015.3,2.948453608247423,21.1
AliceSprings,2016-12-10,E,19.0,SE,43.0,15.0,31.0,1016.8,2.948453608247423,22.5
AliceSprings,2016-12-11,E,13.0,ESE,39.0,15.0,25.0,1015.3,2.948453608247423,24.6
AliceSprings,2016-12-12,E,19.0,ESE,37.0,15.0,18.0,1012.2,2.948453608247423,28.1
AliceSprings,2016-12-13,N,31.0,N,50.0,17.0,29.0,1008.9,2.948453608247423,32.1
AliceSprings,2016-12-14,SW,13.0,NW,41.0,9.0,24.0,1007.9,3.0,31.0
AliceSprings,2016-12-15,SSE,19.0,S,33.0,13.0,54.0,1009.7,2.948453608247423,24.7
AliceSprings,2016-12-16,ENE,17.0,ENE,39.0,17.0,49.0,1007.7,2.948453608247423,28.8
AliceSprings,2016-12-17,NE,20.0,NE,41.0,20.0,46.0,1009.9,2.948453608247423,30.5
AliceSprings,2016-12-18,ESE,28.0,NE,48.0,15.0,20.0,1012.4,2.948453608247423,28.9
AliceSprings,2016-12-19,NE,17.0,N,44.0,11.0,20.0,1009.1,2.948453608247423,33.5
AliceSprings,2016-12-20,SSW,17.0,N,41.0,17.0,30.0,1008.8,2.948453608247423,30.9
AliceSprings,2016-12-21,N,20.0,SSE,37.0,11.0,58.0,1010.4,8.0,27.6
AliceSprings,2016-12-22,NE,20.0,ENE,44.0,24.0,65.0,1010.3,8.0,26.4
AliceSprings,2016-12-24,NNW,19.0,NNW,33.0,17.0,80.0,1010.0,4.0,24.2
AliceSprings,2016-12-25,NNE,20.0,N,41.0,24.0,76.0,1007.9,7.0,25.1
AliceSprings,2016-12-26,N,26.0,N,52.0,30.0,84.0,1003.4,8.0,24.7
AliceSprings,2016-12-27,NNW,24.0,N,56.0,24.0,99.0,1000.1,8.0,22.4
AliceSprings,2016-12-29,NW,13.0,W,46.0,11.0,63.0,1003.3,1.0,28.3
AliceSprings,2017-01-01,E,15.0,SE,31.0,15.0,63.0,1006.5,7.0,26.1
AliceSprings,2017-01-02,SE,31.0,SE,46.0,26.0,33.0,1008.9,2.948453608247423,26.4
AliceSprings,2017-01-03,SE,28.0,ESE,39.0,17.0,32.0,1008.1,2.948453608247423,26.7
AliceSprings,2017-01-04,ESE,17.0,ESE,35.0,19.0,28.0,1006.4,2.948453608247423,28.1
AliceSprings,2017-01-05,ESE,11.0,E,61.0,15.0,50.0,1005.4,2.948453608247423,31.2
AliceSprings,2017-01-06,E,19.0,ESE,35.0,17.0,52.0,1004.2,2.948453608247423,30.3
AliceSprings,2017-01-07,NNE,20.0,NNE,35.0,17.0,44.0,1003.3,2.948453608247423,31.5
AliceSprings,2017-01-08,E,9.0,E,35.0,13.0,37.0,1003.5,2.948453608247423,31.1
AliceSprings,2017-01-09,NE,13.0,ESE,35.0,19.0,37.0,1004.2,2.948453608247423,32.6
AliceSprings,2017-01-10,ENE,15.0,ESE,57.0,26.0,51.0,1005.7,8.0,30.1
AliceSprings,2017-01-11,ESE,9.0,N,35.0,15.0,79.0,1006.3,7.0,26.9
AliceSprings,2017-01-12,NW,19.0,NNE,33.0,15.0,60.0,1005.7,2.948453608247423,30.0
AliceSprings,2017-01-13,NW,20.0,SE,56.0,30.0,57.0,1004.5,2.948453608247423,31.7
AliceSprings,2017-01-15,ESE,17.0,ESE,33.0,19.0,56.0,1010.8,7.0,24.1
AliceSprings,2017-01-16,SE,9.0,ESE,37.0,17.0,28.0,1007.2,2.948453608247423,27.9
AliceSprings,2017-01-17,NNE,13.0,NE,41.0,19.0,60.0,1005.7,2.948453608247423,29.8
AliceSprings,2017-01-18,N,26.0,NNW,46.0,17.0,66.0,1007.3,7.0,28.3
AliceSprings,2017-01-19,NW,33.0,NNW,44.0,28.0,63.0,1007.0,3.0,29.4
AliceSprings,2017-01-20,WNW,26.0,S,43.0,26.0,58.0,1005.4,1.0,30.5
AliceSprings,2017-01-21,E,17.0,NW,59.0,6.0,70.0,1008.1,8.0,27.2
AliceSprings,2017-01-22,N,15.0,NNW,33.0,6.0,65.0,1008.9,7.0,28.0
AliceSprings,2017-01-23,WNW,9.0,ESE,48.0,11.0,79.0,1008.4,8.0,25.9
AliceSprings,2017-01-24,E,7.0,SSW,30.0,15.0,81.0,1009.8,2.948453608247423,26.3
AliceSprings,2017-01-25,SE,13.0,E,35.0,19.0,96.0,1013.6,8.0,23.1
AliceSprings,2017-01-26,E,11.0,E,33.0,20.0,89.0,1013.0,7.0,24.8
AliceSprings,2017-01-27,E,15.0,ENE,31.0,13.0,50.0,1011.0,2.948453608247423,28.8
AliceSprings,2017-01-28,E,13.0,ENE,31.0,13.0,46.0,1011.7,4.0,29.7
AliceSprings,2017-01-29,ESE,0.0,E,35.0,13.0,27.0,1011.9,2.948453608247423,31.6
AliceSprings,2017-01-30,NNE,7.0,SE,28.0,6.0,29.0,1009.7,2.948453608247423,32.4
AliceSprings,2017-01-31,NNW,13.0,NE,44.0,13.0,49.0,1008.3,2.948453608247423,31.4
AliceSprings,2017-02-01,ENE,9.0,NNE,46.0,13.0,31.0,1010.2,2.948453608247423,33.1
AliceSprings,2017-02-03,ESE,17.0,SSE,41.0,19.0,50.0,1010.5,1.0,27.1
AliceSprings,2017-02-04,N,2.0,NE,39.0,15.0,42.0,1007.1,4.0,31.4
AliceSprings,2017-02-05,NNW,26.0,NNW,37.0,15.0,47.0,1004.7,2.948453608247423,31.7
AliceSprings,2017-02-06,N,17.0,SE,65.5,24.0,59.0,1005.6,2.948453608247423,29.4
AliceSprings,2017-02-07,SSE,6.0,NE,50.0,31.0,60.0,1006.8,2.948453608247423,29.5
AliceSprings,2017-02-08,N,13.0,NNE,57.0,33.0,48.0,1006.9,2.948453608247423,31.3
AliceSprings,2017-02-09,NW,7.0,ENE,65.5,19.0,45.0,1007.5,2.948453608247423,32.4
AliceSprings,2017-02-10,NNW,17.0,NE,41.0,20.0,44.0,1007.7,2.948453608247423,31.3
AliceSprings,2017-02-11,SW,13.0,SE,33.0,13.0,37.0,1008.0,2.948453608247423,31.6
AliceSprings,2017-02-12,NNW,20.0,SE,54.0,22.0,37.0,1006.3,2.948453608247423,33.1
AliceSprings,2017-02-13,SE,22.0,SSE,39.0,28.0,27.0,1010.9,2.948453608247423,26.9
